Date,Open,High,Low,Close,Volume,OpenInt,SMA_5,SMA_10,SMA_20,SMA_30,EMA_12,EMA_26,RSI
2004-10-01,65.4,67.12,64.45,67.53,15140000,0,62.56300000000001,60.976,56.938,55.41883333333333,58.14811094994808,56.70150963938949,77.54196346072945
2004-10-04,67.625,68.435,67.015,69.185,13035800,0,63.83800000000001,61.73049999999999,57.714749999999995,55.95616666666667,58.831569397101944,57.21647514599185,79.09906201580861
2004-10-05,67.33,69.265,66.12,68.54,14988200,0,65.518,62.515499999999996,58.59099999999999,56.402,59.556655483481585,57.76129783938044,80.99321073034095
2004-10-06,68.775,69.225,68.0,69.425,13394800,0,66.66900000000001,63.541999999999994,59.51074999999999,56.884833333333326,60.354125709457264,58.355386733117854,78.02543620830836
2004-10-07,68.46,69.94,68.275,68.865,14129200,0,67.269,64.477,60.380249999999975,57.42166666666666,61.02814476073663,58.8772260509797,79.15411623023007
2004-10-08,69.36,69.84,68.51,67.63,11080600,0,68.194,65.3785,61.293749999999974,57.96916666666666,61.715811286611505,59.41010559153253,76.47733570173044
2004-10-11,68.5,69.43,66.925,68.7,10482600,0,68.709,66.2735,62.10374999999998,58.466166666666666,62.29840224271636,59.8814172896555,70.79162503165331
2004-10-12,67.22,68.805,66.7,70.45,11677200,0,68.729,67.1235,62.79774999999997,58.951333333333324,62.730901398510234,60.262786149829886,72.68629725538827
2004-10-13,71.66,71.775,70.04,71.0,19786000,0,68.63199999999999,67.65050000000001,63.44549999999998,59.541166666666655,63.213090908921316,60.67305060951035,75.48697161543595
2004-10-14,70.505,71.19,69.28,72.055,10452600,0,69.01399999999998,68.14150000000002,64.16799999999998,60.18333333333332,63.79544869894796,61.14301429689796,76.30916088491202
2004-10-15,72.465,72.75,70.975,74.58,13208000,0,69.32899999999998,68.76150000000003,64.86874999999999,60.879166666666656,64.37315327072461,61.61165539711406,77.84425711915725
2004-10-18,71.6,74.6,70.605,73.97,14050400,0,69.96699999999998,69.33800000000004,65.53425,61.58916666666666,64.9871268970053,62.10301168802378,81.01498964328894
2004-10-19,75.25,76.2,73.675,70.245,18128000,0,71.35699999999999,70.04300000000003,66.27924999999999,62.40833333333332,65.75154488467902,62.684230763040176,78.10684810473725
2004-10-20,74.015,74.495,69.8,74.69,22745400,0,72.41099999999997,70.52150000000003,67.03174999999999,63.18099999999999,66.40463649496309,63.20498766959733,63.18992852213939
2004-10-21,72.2,75.065,70.81,86.215,29179000,0,72.36999999999998,70.69200000000004,67.58449999999998,63.81749999999999,66.70904239952225,63.52690222164487,70.44378588214472
2004-10-22,85.27,90.085,82.04,93.7,73783800,0,73.10799999999998,71.21850000000003,68.29849999999998,64.60199999999999,67.34017396863149,64.03295343339656,80.93448986822185
2004-10-25,88.2,97.215,86.275,90.9,65528400,0,75.93999999999997,72.95350000000005,69.61349999999997,65.72033333333333,68.82957711106903,65.03024819271144,84.72622345332657
2004-10-26,93.17,96.32,90.0,92.985,44614200,0,79.76399999999998,75.56050000000005,71.34199999999997,67.05199999999998,70.78819916403762,66.30909555834741,78.441499826194
2004-10-27,91.36,94.76,90.885,96.65,26713000,0,83.14999999999998,77.78050000000005,72.71549999999998,68.22383333333332,72.36917197799313,67.39776099398503,79.6518893005754
2004-10-28,93.34,97.195,92.8,95.32,29693600,0,87.69799999999998,80.03400000000003,74.08774999999997,69.45666666666666,73.98703803125997,68.5223995555674,81.60675755133005
2004-10-29,99.445,99.98,95.3,98.015,42325000,0,92.08999999999997,82.59900000000003,75.68024999999997,70.77883333333332,75.76279759146055,69.75020331384428,78.65368038216508
2004-11-01,96.775,98.835,95.635,97.435,24449800,0,93.91099999999997,84.92550000000003,77.13174999999998,71.998,77.293013560251,70.85902192965048,80.2159489977904
2004-11-02,99.39,99.62,96.67,95.835,22692600,0,94.77399999999997,87.26900000000003,78.65599999999998,73.27583333333334,78.91222844552458,72.02922007657546,78.87799109483896
2004-11-03,99.09,100.8,95.375,92.35,27777400,0,96.08099999999997,89.61550000000003,80.06849999999999,74.55966666666667,80.35783768407987,73.1174104911324,75.15398478357733
2004-11-04,94.22,95.2,91.675,84.675,28819200,0,96.65099999999998,92.17450000000002,81.43324999999999,75.78116666666666,81.5643987881673,74.08485259675132,67.66091283160483
2004-11-05,90.99,91.15,84.275,86.275,39666200,0,95.79099999999998,93.94050000000001,82.57949999999998,76.84583333333333,82.40434857439641,74.85839276457378,54.72122048546222
2004-11-08,85.465,87.72,84.7,84.35,22383600,0,93.66199999999998,93.78650000000002,83.36999999999998,77.67116666666668,82.58101147958286,75.27193470114567,56.585237241621485
2004-11-09,87.05,87.6,82.635,83.93,22128400,0,91.314,93.04400000000001,84.30224999999999,78.57600000000001,82.8681613169258,75.73311101799331,53.71983745299268
2004-11-10,85.335,86.26,83.165,91.51,21288000,0,88.69699999999999,92.38900000000001,85.08474999999997,79.27333333333334,82.98325772423887,76.09252184502627,53.088177793041766
2004-11-11,84.565,91.875,83.785,91.0,29971000,0,86.316,91.48350000000002,85.75874999999998,79.88633333333334,83.05673748979831,76.41790290313602,61.8148318223162
2004-11-12,92.615,94.9,88.7,92.435,33492200,0,86.148,90.96950000000001,86.78424999999997,80.77666666666667,83.71237033605435,77.04167314395856,60.99272332933672
2004-11-15,90.225,94.16,89.375,86.27,23803000,0,87.413,90.53750000000002,87.73149999999997,81.60033333333334,84.27723737105416,77.61611702478137,62.50381206575656
2004-11-16,88.75,89.735,85.415,86.25,41834800,0,88.64500000000001,89.97950000000002,88.62424999999998,82.4305,84.9091776053339,78.2234758110617,53.00392890924119
2004-11-17,84.51,88.75,84.5,83.77,36265800,0,89.029,88.86300000000001,89.23924999999997,83.0,85.01453648525796,78.55196930159168,52.97579883550129
2004-11-18,85.145,87.21,82.865,84.7,33259200,0,89.493,87.90450000000001,90.03949999999998,83.59033333333333,85.110141921004,78.86505008870354,49.46981836846368
2004-11-19,84.55,84.99,83.26,82.55,17538600,0,87.94500000000001,87.04650000000001,90.49349999999997,84.0685,85.00648382960408,79.06381345015109,50.78517604860264
2004-11-22,82.235,84.75,80.655,83.76,24736400,0,86.68500000000002,87.049,90.41774999999998,84.59633333333333,84.98278781976883,79.29141531007203,47.694179085219474
2004-11-23,83.985,85.415,83.25,87.38,24826600,0,84.708,86.6765,89.86024999999998,85.09366666666666,84.79476896164444,79.42256554711592,49.55502792432728
2004-11-24,87.41,88.605,86.255,89.695,30562000,0,84.206,86.6175,89.50324999999997,85.59566666666667,84.71482544166042,79.59657822584823,54.74254013365883
2004-11-26,87.9,90.015,87.66,90.525,12960200,0,84.432,86.9625,89.22299999999997,86.16000000000003,84.92066098890878,79.90788043080659,57.73577801488959
2004-11-29,90.18,91.475,88.755,90.99,21333200,0,85.617,86.78099999999999,88.87524999999997,86.78316666666669,85.28927685823751,80.29816695719062,58.788187027222016
