Date,Open,High,Low,Close,Volume,OpenInt,SMA_5,SMA_10,SMA_20,SMA_30,EMA_12,EMA_26,RSI
2010-02-17,104.8,105.64,104.54,106.72,6971347,0,103.36599999999996,103.417,104.64749999999997,106.17266666666667,104.64786123748674,105.3821542731258,49.86569195464128
2010-02-18,105.34,106.87,105.22,106.22,6616230,0,103.88999999999996,103.48600000000002,104.32199999999996,106.003,104.71939272505757,105.3884833700074,54.130825813404805
2010-02-19,106.35,106.92,105.93,105.92,7548468,0,104.72599999999997,103.66600000000001,104.21949999999995,105.91833333333332,104.88615987715596,105.45882212294718,52.17185147541087
2010-02-22,106.31,106.4,105.48,105.59,4560135,0,105.306,104.018,104.14499999999994,105.84033333333332,104.99663554432335,105.49840712932756,50.979737919652884
2010-02-23,105.61,106.59,105.22,106.55,5502153,0,105.782,104.295,104.20099999999994,105.76466666666666,105.07266471510104,105.52000870911091,49.63617788154714
2010-02-24,106.07,107.11,105.88,106.12,5726850,0,105.99000000000001,104.678,104.21399999999994,105.64233333333331,105.11503226199113,105.52354470894481,53.47736742724331
2010-02-25,105.28,106.27,104.85,106.19,6776746,0,106.2,105.04499999999999,104.29099999999994,105.58999999999999,105.23196849909179,105.57471189975354,51.5797519578385
2010-02-26,106.06,106.87,105.82,107.37,5729413,0,106.08,105.40299999999998,104.32199999999993,105.49533333333332,105.30400560540508,105.60154982728575,51.879106699074434
2010-03-01,106.46,107.58,106.44,106.39,5482080,0,106.07399999999998,105.68999999999998,104.46499999999995,105.40966666666665,105.37557708242007,105.63016356120843,56.7349532992834
2010-03-02,107.47,107.78,106.16,105.94,7201358,0,106.36399999999999,106.07300000000001,104.72299999999993,105.30599999999998,105.53606931854505,105.71379495946657,52.0383532889474
2010-03-03,106.64,106.89,105.78,105.81,7650407,0,106.52399999999997,106.25700000000002,104.83699999999992,105.18399999999997,105.60454265408572,105.74594449115023,49.99189184612319
2010-03-04,106.12,106.12,104.77,106.28,7224104,0,106.402,106.30100000000002,104.89349999999993,104.98166666666663,105.63135417095035,105.75507474574631,49.38764573023496
2010-03-05,106.2,106.51,106.09,105.55,7353099,0,106.33999999999999,106.21000000000001,104.93799999999992,104.88299999999997,105.6455897481004,105.75763334439802,51.662420404867675
2010-03-08,106.11,106.46,105.51,104.83,7424032,0,106.35799999999999,106.21600000000001,105.11699999999993,104.8353333333333,105.69600409084245,105.78173680052478,48.05010338579972
2010-03-09,105.44,105.46,104.53,104.89,9016275,0,105.99399999999999,106.179,105.23699999999994,104.8603333333333,105.6844310959205,105.77114030653689,44.728201056263536
2010-03-10,105.21,105.51,104.54,106.55,8282702,0,105.68199999999999,106.103,105.39049999999993,104.84366666666664,105.61686295870452,105.72847605670161,45.06901188190526
2010-03-11,104.97,106.72,104.97,106.82,9493864,0,105.47199999999998,105.93700000000001,105.49099999999991,104.83966666666662,105.55950656384204,105.69077855324318,53.59452496634538
2010-03-12,106.8,107.21,106.47,106.74,6190550,0,105.61999999999998,105.98000000000002,105.69149999999993,104.87466666666663,105.63751095870268,105.72910511745863,54.822709582527445
2010-03-15,106.37,107.18,106.3,107.44,5386277,0,105.72799999999998,106.043,105.86649999999993,104.99099999999997,105.73046549034007,105.7774001915725,54.363602948166836
2010-03-16,106.87,107.63,106.42,106.67,7347219,0,105.96599999999998,105.98000000000002,106.02649999999991,105.14199999999997,105.80969061828722,105.81970944047875,57.70148459272745
2010-03-17,107.65,107.67,106.35,107.22,7603339,0,106.48799999999999,106.08500000000001,106.1709999999999,105.25299999999996,105.93743373830192,105.89043708190735,53.10064835102967
2010-03-18,106.55,107.52,106.42,106.63,5933240,0,106.84399999999998,106.15800000000002,106.22949999999992,105.31499999999997,105.9947519870182,105.92424235170996,55.8109704142458
2010-03-19,107.59,107.67,105.85,106.85,12866793,0,106.978,106.29900000000002,106.25449999999992,105.39166666666662,106.09049279963483,105.98007879387252,52.31811841774406
2010-03-22,106.15,107.23,105.68,108.01,6768587,0,106.94000000000001,106.33400000000003,106.27499999999993,105.52266666666664,106.13259862547311,106.00791647604,53.48705198066127
2010-03-23,106.82,108.07,106.58,107.33,7159754,0,106.96200000000002,106.46400000000003,106.32149999999993,105.64599999999996,106.1885254534571,106.04377710540865,59.170713725646316
2010-03-24,107.44,108.52,107.29,107.89,7986989,0,107.07600000000002,106.78200000000004,106.44249999999992,105.85433333333329,106.33037634576638,106.12704784800273,54.93307549123709
2010-03-25,108.05,109.16,107.81,107.91,9108103,0,107.20800000000004,107.02600000000002,106.48149999999991,106.00266666666661,106.40814980621862,106.17772433434976,57.62457867293055
2010-03-26,107.67,108.36,107.49,107.37,6647439,0,107.34200000000003,107.16000000000004,106.56999999999991,106.18099999999995,106.52334048419692,106.24949169766755,57.72169253389481
2010-03-29,107.95,108.52,107.1,107.54,5559984,0,107.59800000000003,107.26900000000005,106.6559999999999,106.33399999999993,106.63104419733277,106.31875157364861,54.11559026722538
