Date,Open,High,Low,Close,Volume,OpenInt,SMA_5,SMA_10,SMA_20,SMA_30,EMA_12,EMA_26,RSI
2012-07-02,31.25,31.73,30.55,31.2,14128142,0,31.967999999999996,31.965000000000014,29.630499999999994,30.238666666666667,30.61000261226401,30.336907786131174,42.59936476535772
2012-07-03,30.91,31.44,30.8,31.47,8765498,0,31.709999999999997,31.90100000000001,29.823999999999995,29.99,30.623433348730508,30.36016770953233,44.53726838044011
2012-07-05,31.28,31.63,31.02,31.73,10034862,0,31.329999999999995,31.830000000000005,30.0905,29.895666666666667,30.671494944642614,30.404532725078838,45.77519099617343
2012-07-06,31.44,31.9,31.26,32.17,10947676,0,31.177999999999997,31.817000000000007,30.323500000000003,29.911333333333335,30.737631340764096,30.45994228196079,47.00191451118474
2012-07-09,32.1,32.88,31.99,31.47,17772652,0,31.252,31.80600000000001,30.594500000000004,29.902333333333335,30.819342268452097,30.52501751219873,49.10049778122679
2012-07-10,32.43,32.48,31.16,30.97,14240086,0,31.468,31.71800000000001,30.848000000000003,29.87366666666667,30.92995535911925,30.608122963316063,45.98106859052781
2012-07-11,31.48,31.56,30.55,30.81,13021666,0,31.607999999999997,31.65900000000001,31.071500000000004,29.859,30.973963866417538,30.651086185556697,43.83865598259267
2012-07-12,30.7,31.4,30.6,30.72,11302136,0,31.562,31.446000000000005,31.250000000000007,29.930000000000003,30.973642317614097,30.666782449306424,43.14587179616434
2012-07-13,31.04,31.07,30.56,28.25,8110082,0,31.43,31.304000000000002,31.427000000000003,30.017333333333333,30.96042313423636,30.67374648649873,42.73675296726292
2012-07-16,30.5,30.5,28.21,28.09,24672000,0,31.228,31.24,31.548500000000008,30.054666666666666,30.941076161189848,30.67596982538405,33.38150574604758
2012-07-17,28.48,28.59,27.15,29.11,30427034,0,30.444000000000006,30.956,31.460500000000007,30.072333333333333,30.72528937081866,30.560629375240023,32.8794112151828
2012-07-18,28.31,29.29,28.15,29.0,16819775,0,29.768000000000008,30.688,31.29450000000001,30.112000000000002,30.514663172676183,30.444386990047157,39.161747392698665
2012-07-19,29.41,29.5,28.63,28.76,13678536,0,29.396000000000008,30.479000000000003,31.154500000000013,30.220000000000002,30.402731138937376,30.382226863526505,38.74062413718552
2012-07-20,29.0,29.47,28.72,28.75,11858530,0,29.03400000000001,30.232000000000006,31.02450000000001,30.293000000000003,30.291261048090693,30.318447056364317,37.78589512943108
2012-07-23,28.12,29.0,28.01,28.45,12391266,0,28.642000000000007,29.935000000000002,30.87050000000001,30.37466666666667,30.16988584393387,30.24718485361607,37.744156645277485
2012-07-24,28.82,29.45,28.1,29.34,11529245,0,28.742000000000008,29.593,30.65550000000001,30.42966666666667,30.05760172647604,30.179313710280056,36.44358584806186
2012-07-25,28.39,29.49,28.08,26.84,17162858,0,28.814000000000004,29.290999999999997,30.475000000000012,30.478000000000005,29.93074667312497,30.101564549701237,42.74647851468118
2012-07-26,27.75,28.23,26.73,23.7,64137306,0,28.860000000000003,29.127999999999997,30.287000000000013,30.542666666666673,29.88422356144055,30.067594084079712,32.88201215548854
