Date,Open,High,Low,Close,Volume,OpenInt,SMA_5,SMA_10,SMA_20,SMA_30,EMA_12,EMA_26,RSI
2010-02-17,26.156,26.162,25.724,25.988000000000003,121252456,0,25.452799999999993,25.234399999999994,25.65075000000001,26.089400000000005,25.656894960566547,25.858275512493073,52.54060600104519
2010-02-18,25.820999999999998,26.111,25.732,25.826999999999998,117498584,0,25.615599999999993,25.320199999999996,25.57075000000001,26.040500000000005,25.680575837449076,25.862610952696986,52.973247799175965
2010-02-19,25.849,26.022,25.754,25.666,115810902,0,25.815399999999993,25.3677,25.514450000000014,25.991633333333343,25.70620218236793,25.86923475973096,51.3178985739677
2010-02-22,25.927,25.933000000000003,25.509,25.237,108886263,0,25.892599999999995,25.491000000000003,25.47355000000001,25.951966666666674,25.716207294125113,25.86703834377639,49.647146514375116
2010-02-23,25.6,25.781999999999996,25.063000000000002,25.698,160372350,0,25.893599999999992,25.554400000000005,25.490700000000015,25.908566666666676,25.712073261332474,25.856737539079024,45.40520316840984
2010-02-24,25.42,25.794,25.335,25.868000000000002,128335773,0,25.73139999999999,25.592100000000006,25.452250000000014,25.844900000000006,25.67316679339327,25.825428046034908,50.317682478376845
2010-02-25,25.276,25.978,25.213,26.203000000000003,185411336,0,25.683199999999992,25.649400000000004,25.418600000000016,25.804600000000004,25.675190463792834,25.819075957246756,52.0317808973925
2010-02-26,25.928,26.275,25.868000000000002,26.765,141391337,0,25.65919999999999,25.737300000000005,25.381000000000018,25.780166666666673,25.690831171407112,25.821483895203592,55.304286170481724
2010-03-01,26.348000000000003,26.829,26.311,26.748,153182943,0,25.734399999999994,25.813500000000005,25.415100000000017,25.754333333333342,25.732204660638025,25.840035339006395,60.20873992958597
2010-03-02,26.886999999999997,27.000999999999998,26.604,26.808000000000003,157845894,0,25.954199999999993,25.923900000000003,25.523600000000016,25.752533333333343,25.81531423183909,25.884497040240795,59.994287015449146
2010-03-03,26.788,26.875,26.628,26.985,103577606,0,26.256399999999992,25.993900000000004,25.614150000000016,25.765133333333342,25.890102627366083,25.925551475064015,60.52865611829596
2010-03-04,26.814,27.011999999999997,26.72,28.039,99979302,0,26.478399999999986,26.0808,25.700500000000016,25.740766666666676,25.96346581701185,25.967070418526962,62.13544522393588
2010-03-05,27.533,28.136,27.486,28.055,250646277,0,26.70179999999999,26.180500000000002,25.774100000000015,25.736466666666676,26.04486782203326,26.014488920090173,69.97386368808716
2010-03-08,28.171,28.186999999999998,27.949,28.559,119742939,0,27.06899999999999,26.401699999999998,25.946350000000013,25.782933333333343,26.20333446533216,26.107905514486934,70.07513625716463
2010-03-09,27.938000000000002,28.814,27.906,28.794,256471788,0,27.326999999999988,26.6406,26.097500000000007,25.87400000000001,26.350106488678993,26.196939172338823,73.14749813683267
2010-03-10,28.65,28.875999999999998,28.583000000000002,28.878,166125926,0,27.68919999999999,26.9728,26.282450000000004,25.95910000000001,26.524785079592924,26.30401731209917,74.46398151355753
2010-03-11,28.668000000000003,28.878,28.6,29.019000000000002,112917672,0,28.08639999999999,27.282400000000003,26.465900000000005,26.039866666666676,26.703847701293565,26.415965805128078,74.93698040730717
2010-03-12,29.076,29.162,28.908,28.666,115842250,0,28.464999999999986,27.5834,26.660350000000005,26.115133333333343,26.87506886057084,26.525787681696162,75.74899022033131
2010-03-15,28.878,28.878,28.206999999999997,28.741999999999997,137414405,0,28.66099999999999,27.865,26.839250000000003,26.231733333333345,27.043601597846624,26.63616483683836,69.66378502565651
2010-03-16,28.708000000000002,28.811,28.495,28.7,124556803,0,28.783199999999987,28.0551,26.98950000000001,26.367433333333345,27.170922377633705,26.725382391636316,70.21849827978306
2010-03-17,28.788,29.0,28.593000000000004,28.769000000000002,125612274,0,28.819799999999987,28.2545,27.12420000000001,26.49426666666668,27.29402438484628,26.81341018780214,69.46257381272216
2010-03-18,28.675,28.814,28.506999999999998,28.463,95279565,0,28.80099999999998,28.4437,27.262250000000012,26.614900000000013,27.404032262920843,26.8952210027191,70.03332897608381
2010-03-19,28.834,28.845,28.33,28.783,155870050,0,28.77919999999998,28.6221,27.40130000000001,26.723433333333343,27.510690767124725,26.97596538631982,64.29419696744958
2010-03-22,28.237,28.941,28.194000000000003,29.244,127168635,0,28.667999999999978,28.664500000000004,27.533100000000008,26.852400000000006,27.585013717173386,27.0396586410673,67.31105951312622
2010-03-23,28.899,29.299,28.698,29.371,167881707,0,28.691399999999977,28.737300000000005,27.688950000000006,26.97743333333334,27.678405750065753,27.113899873150487,71.09947868351057
2010-03-24,29.178,29.480999999999998,29.135,29.026999999999997,166720433,0,28.791799999999977,28.805800000000005,27.88930000000001,27.123566666666672,27.80032946388813,27.204110916796857,72.06013696899701
2010-03-25,29.565,29.579,28.975,29.57,151255488,0,28.92599999999998,28.863500000000005,28.07295000000001,27.265100000000007,27.922531937095354,27.29539495071139,65.69062637856948
2010-03-26,29.326,29.703000000000003,29.269000000000002,29.759,178628136,0,28.977599999999978,28.878400000000006,28.23090000000001,27.399700000000006,28.00838705626008,27.36797247498991,70.17244885444146
2010-03-29,29.826,29.951,29.660999999999998,30.204,146987188,0,29.198999999999977,28.933500000000002,28.399250000000013,27.53733333333334,28.129679637896007,27.459819142106767,71.56478786516544
2010-03-30,30.309,30.415,29.999000000000002,30.094,146507281,0,29.394199999999977,29.042800000000007,28.548950000000012,27.673933333333345,28.256136521985567,27.55527202701876,74.57422008266816
2010-03-31,30.204,30.301,30.025,30.219,119860348,0,29.58619999999998,29.189000000000004,28.721750000000007,27.812466666666676,28.407212307774493,27.664746388002243,72.5307530412096
2010-04-01,30.436999999999998,30.575,29.807,30.543000000000003,167998179,0,29.730799999999977,29.328400000000006,28.88605000000001,27.950966666666677,28.53795588371325,27.764720395400907,73.42201025519805
2010-04-05,30.093000000000004,30.544,30.064,30.674,190081552,0,29.96919999999998,29.473400000000005,29.047750000000015,28.09200000000001,28.66817779148382,27.86531018238652,75.62922843132961
2010-04-06,30.513,30.766,30.35,30.811999999999998,124314844,0,30.16379999999998,29.681400000000004,29.172950000000014,28.249200000000013,28.813332051672546,27.974624919295366,76.47973243259915
2010-04-07,30.7,30.98,30.566,30.729,175046812,0,30.346799999999984,29.8705,29.303900000000016,28.41613333333334,28.957318472846367,28.08440916257617,77.37546669322467
2010-04-08,30.787,30.933000000000003,30.480999999999998,30.963,159664127,0,30.468399999999985,30.027300000000004,29.41655000000002,28.601966666666677,29.100775478590528,28.194939368450708,75.5127747086543
2010-04-09,30.923000000000002,30.976,30.793000000000003,31.026999999999997,93094513,0,30.595399999999984,30.163100000000004,29.513300000000022,28.76966666666668,29.226662786652312,28.29727042293089,77.18064966824986
2010-04-12,31.108,31.128,30.965999999999998,31.046,92855667,0,30.744199999999985,30.356700000000007,29.617550000000016,28.93950000000001,29.36085621590237,28.404559660190298,77.62944615438555
2010-04-13,31.02,31.095,30.877,31.464000000000002,85021830,0,30.84099999999998,30.502400000000005,29.71795000000002,29.10030000000001,29.4895780889363,28.509768827799164,77.7692306408739
2010-04-14,31.396,31.479,31.256999999999998,31.875999999999998,112521787,0,30.915399999999977,30.631100000000004,29.83695000000002,29.243000000000013,29.609782956872873,28.61120677875439,80.63595356057861
2010-04-15,31.498,31.891,31.439,31.680999999999997,104752497,0,31.045799999999975,30.7571,29.973050000000022,29.400200000000016,29.752942842605464,28.724969234494335,82.96736386718118
2010-04-16,31.886,32.159,31.318,31.64,209178636,0,31.275199999999973,30.9353,30.13185000000002,29.569133333333347,29.916812617082872,28.85026876100519,78.17018600759374
2010-04-19,31.573,31.746,30.96,31.324,157948326,0,31.41879999999997,31.0815,30.277450000000023,29.72566666666668,30.05294699641678,28.962525510948343,77.15999235841853
2010-04-20,31.916,31.916999999999998,31.114,33.196,200685233,0,31.541399999999975,31.1912,30.436300000000024,29.845700000000015,30.175383035244288,29.068427242056845,69.68531167248
2010-04-21,33.073,33.329,32.748000000000005,34.126,273412455,0,31.59699999999998,31.2562,30.56335000000002,29.954666666666682,30.263975323781278,29.157417676992846,81.264353082351
2010-04-22,33.064,34.16,32.81,34.681999999999995,220735303,0,31.94339999999998,31.494600000000002,30.76095000000002,30.10923333333335,30.490074334635043,29.316370117616287,84.44339413283627
2010-04-23,34.194,34.856,34.192,34.514,221913211,0,32.39339999999998,31.834300000000002,30.99870000000002,30.286966666666682,30.77040028097941,29.505231384503276,85.97550820567803
